submission_id;QUD;RT;age;comments;education;endTime;experiment_id;gender;languages;min_chars;option1;option2;optionLeft;optionRight;picture;picture_nr;question;response;startDate;startTime;timeSpent;trial_name;trial_number;time;artist
407;;2919;21;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Not at all;Very much;images/24.jpg;24;  <br /> <br />   <br /> <br /> How much do you like the painting?;6;Thu Jul 04 2019 12:12:32 GMT+0200 (MitteleuropÌ_ische Sommerzeit);1,56E+12;6.950.233.333.333.330;rating_scale_like;10;6,950233333;Gris
407;;1826;21;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Not at all;Very much;images/1.jpg;1;  <br /> <br />   <br /> <br /> How much do you like the painting?;6;Thu Jul 04 2019 12:12:32 GMT+0200 (MitteleuropÌ_ische Sommerzeit);1,56E+12;6.950.233.333.333.330;rating_scale_like;11;6,950233333;Braque
407;;3282;21;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Not at all;Very much;images/12.jpg;12;  <br /> <br />   <br /> <br /> How much do you like the painting?;5;Thu Jul 04 2019 12:12:32 GMT+0200 (MitteleuropÌ_ische Sommerzeit);1,56E+12;6.950.233.333.333.330;rating_scale_like;12;6,950233333;Braque
407;;2348;21;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Not at all;Very much;images/13.jpg;13;  <br /> <br />   <br /> <br /> How much do you like the painting?;4;Thu Jul 04 2019 12:12:32 GMT+0200 (MitteleuropÌ_ische Sommerzeit);1,56E+12;6.950.233.333.333.330;rating_scale_like;13;6,950233333;Braque
407;;3335;21;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Not at all;Very much;images/17.jpg;17;  <br /> <br />   <br /> <br /> How much do you like the painting?;3;Thu Jul 04 2019 12:12:32 GMT+0200 (MitteleuropÌ_ische Sommerzeit);1,56E+12;6.950.233.333.333.330;rating_scale_like;14;6,950233333;Picasso
407;;2789;21;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Not at all;Very much;images/2.jpg;2;  <br /> <br />   <br /> <br /> How much do you like the painting?;4;Thu Jul 04 2019 12:12:32 GMT+0200 (MitteleuropÌ_ische Sommerzeit);1,56E+12;6.950.233.333.333.330;rating_scale_like;15;6,950233333;Gris
407;;2488;21;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Not at all;Very much;images/26.jpg;26;  <br /> <br />   <br /> <br /> How much do you like the painting?;6;Thu Jul 04 2019 12:12:32 GMT+0200 (MitteleuropÌ_ische Sommerzeit);1,56E+12;6.950.233.333.333.330;rating_scale_like;16;6,950233333;Gris
407;;2355;21;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Not at all;Very much;images/28.jpg;28;  <br /> <br />   <br /> <br /> How much do you like the painting?;5;Thu Jul 04 2019 12:12:32 GMT+0200 (MitteleuropÌ_ische Sommerzeit);1,56E+12;6.950.233.333.333.330;rating_scale_like;17;6,950233333;Gris
407;;2883;21;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Not at all;Very much;images/27.jpg;27;  <br /> <br />   <br /> <br /> How much do you like the painting?;6;Thu Jul 04 2019 12:12:32 GMT+0200 (MitteleuropÌ_ische Sommerzeit);1,56E+12;6.950.233.333.333.330;rating_scale_like;18;6,950233333;Gris
407;;2985;21;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Not at all;Very much;images/16.jpg;16;  <br /> <br />   <br /> <br /> How much do you like the painting?;3;Thu Jul 04 2019 12:12:32 GMT+0200 (MitteleuropÌ_ische Sommerzeit);1,56E+12;6.950.233.333.333.330;rating_scale_like;19;6,950233333;Picasso
407;;3599;21;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Not at all;Very much;images/10.jpg;10;  <br /> <br />   <br /> <br /> How much do you like the painting?;2;Thu Jul 04 2019 12:12:32 GMT+0200 (MitteleuropÌ_ische Sommerzeit);1,56E+12;6.950.233.333.333.330;rating_scale_like;20;6,950233333;Picasso
407;;2075;21;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Not at all;Very much;images/4.jpg;4;  <br /> <br />   <br /> <br /> How much do you like the painting?;2;Thu Jul 04 2019 12:12:32 GMT+0200 (MitteleuropÌ_ische Sommerzeit);1,56E+12;6.950.233.333.333.330;rating_scale_like;21;6,950233333;Gris
407;;1992;21;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Not at all;Very much;images/18.jpg;18;  <br /> <br />   <br /> <br /> How much do you like the painting?;2;Thu Jul 04 2019 12:12:32 GMT+0200 (MitteleuropÌ_ische Sommerzeit);1,56E+12;6.950.233.333.333.330;rating_scale_like;22;6,950233333;Picasso
407;;2782;21;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Not at all;Very much;images/29.jpg;29;  <br /> <br />   <br /> <br /> How much do you like the painting?;5;Thu Jul 04 2019 12:12:32 GMT+0200 (MitteleuropÌ_ische Sommerzeit);1,56E+12;6.950.233.333.333.330;rating_scale_like;23;6,950233333;Gris
407;;3767;21;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Not at all;Very much;images/15.jpg;15;  <br /> <br />   <br /> <br /> How much do you like the painting?;3;Thu Jul 04 2019 12:12:32 GMT+0200 (MitteleuropÌ_ische Sommerzeit);1,56E+12;6.950.233.333.333.330;rating_scale_like;24;6,950233333;Braque
407;;2938;21;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Not at all;Very much;images/3.jpg;3;  <br /> <br />   <br /> <br /> How much do you like the painting?;2;Thu Jul 04 2019 12:12:32 GMT+0200 (MitteleuropÌ_ische Sommerzeit);1,56E+12;6.950.233.333.333.330;rating_scale_like;25;6,950233333;Gris
407;;3550;21;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Not at all;Very much;images/11.jpg;11;  <br /> <br />   <br /> <br /> How much do you like the painting?;3;Thu Jul 04 2019 12:12:32 GMT+0200 (MitteleuropÌ_ische Sommerzeit);1,56E+12;6.950.233.333.333.330;rating_scale_like;26;6,950233333;Braque
407;;2489;21;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Not at all;Very much;images/6.jpg;6;  <br /> <br />   <br /> <br /> How much do you like the painting?;4;Thu Jul 04 2019 12:12:32 GMT+0200 (MitteleuropÌ_ische Sommerzeit);1,56E+12;6.950.233.333.333.330;rating_scale_like;27;6,950233333;Picasso
407;;3744;21;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Not at all;Very much;images/14.jpg;14;  <br /> <br />   <br /> <br /> How much do you like the painting?;1;Thu Jul 04 2019 12:12:32 GMT+0200 (MitteleuropÌ_ische Sommerzeit);1,56E+12;6.950.233.333.333.330;rating_scale_like;28;6,950233333;Braque
407;;4063;21;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Not at all;Very much;images/25.jpg;25;  <br /> <br />   <br /> <br /> How much do you like the painting?;6;Thu Jul 04 2019 12:12:32 GMT+0200 (MitteleuropÌ_ische Sommerzeit);1,56E+12;6.950.233.333.333.330;rating_scale_like;29;6,950233333;Gris
407;;3796;21;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Not at all;Very much;images/30.jpg;30;  <br /> <br />   <br /> <br /> How much do you like the painting?;3;Thu Jul 04 2019 12:12:32 GMT+0200 (MitteleuropÌ_ische Sommerzeit);1,56E+12;6.950.233.333.333.330;rating_scale_like;30;6,950233333;Gris
407;;2306;21;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Very hard;Very easy;images/27.jpg;27;<br /> <br />   <br /> <br /> How well can you detect objects in the painting?;6;Thu Jul 04 2019 12:12:32 GMT+0200 (MitteleuropÌ_ische Sommerzeit);1,56E+12;6.950.233.333.333.330;rating_scale_object;1;6,950233333;Gris
407;;3217;21;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Very hard;Very easy;images/14.jpg;14;<br /> <br />   <br /> <br /> How well can you detect objects in the painting?;1;Thu Jul 04 2019 12:12:32 GMT+0200 (MitteleuropÌ_ische Sommerzeit);1,56E+12;6.950.233.333.333.330;rating_scale_object;2;6,950233333;Braque
407;;2531;21;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Very hard;Very easy;images/17.jpg;17;<br /> <br />   <br /> <br /> How well can you detect objects in the painting?;1;Thu Jul 04 2019 12:12:32 GMT+0200 (MitteleuropÌ_ische Sommerzeit);1,56E+12;6.950.233.333.333.330;rating_scale_object;3;6,950233333;Picasso
407;;8146;21;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Very hard;Very easy;images/6.jpg;6;<br /> <br />   <br /> <br /> How well can you detect objects in the painting?;1;Thu Jul 04 2019 12:12:32 GMT+0200 (MitteleuropÌ_ische Sommerzeit);1,56E+12;6.950.233.333.333.330;rating_scale_object;4;6,950233333;Picasso
407;;3563;21;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Very hard;Very easy;images/21.jpg;21;<br /> <br />   <br /> <br /> How well can you detect objects in the painting?;5;Thu Jul 04 2019 12:12:32 GMT+0200 (MitteleuropÌ_ische Sommerzeit);1,56E+12;6.950.233.333.333.330;rating_scale_object;5;6,950233333;Gris
407;;4704;21;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Very hard;Very easy;images/28.jpg;28;<br /> <br />   <br /> <br /> How well can you detect objects in the painting?;5;Thu Jul 04 2019 12:12:32 GMT+0200 (MitteleuropÌ_ische Sommerzeit);1,56E+12;6.950.233.333.333.330;rating_scale_object;6;6,950233333;Gris
407;;3787;21;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Very hard;Very easy;images/11.jpg;11;<br /> <br />   <br /> <br /> How well can you detect objects in the painting?;1;Thu Jul 04 2019 12:12:32 GMT+0200 (MitteleuropÌ_ische Sommerzeit);1,56E+12;6.950.233.333.333.330;rating_scale_object;7;6,950233333;Braque
407;;4674;21;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Very hard;Very easy;images/5.jpg;5;<br /> <br />   <br /> <br /> How well can you detect objects in the painting?;1;Thu Jul 04 2019 12:12:32 GMT+0200 (MitteleuropÌ_ische Sommerzeit);1,56E+12;6.950.233.333.333.330;rating_scale_object;8;6,950233333;Gris
407;;4624;21;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Very hard;Very easy;images/2.jpg;2;<br /> <br />   <br /> <br /> How well can you detect objects in the painting?;1;Thu Jul 04 2019 12:12:32 GMT+0200 (MitteleuropÌ_ische Sommerzeit);1,56E+12;6.950.233.333.333.330;rating_scale_object;9;6,950233333;Gris
407;;3286;21;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Very hard;Very easy;images/24.jpg;24;<br /> <br />   <br /> <br /> How well can you detect objects in the painting?;7;Thu Jul 04 2019 12:12:32 GMT+0200 (MitteleuropÌ_ische Sommerzeit);1,56E+12;6.950.233.333.333.330;rating_scale_object;10;6,950233333;Gris
407;;3912;21;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Very hard;Very easy;images/15.jpg;15;<br /> <br />   <br /> <br /> How well can you detect objects in the painting?;4;Thu Jul 04 2019 12:12:32 GMT+0200 (MitteleuropÌ_ische Sommerzeit);1,56E+12;6.950.233.333.333.330;rating_scale_object;11;6,950233333;Braque
407;;4541;21;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Very hard;Very easy;images/20.jpg;20;<br /> <br />   <br /> <br /> How well can you detect objects in the painting?;1;Thu Jul 04 2019 12:12:32 GMT+0200 (MitteleuropÌ_ische Sommerzeit);1,56E+12;6.950.233.333.333.330;rating_scale_object;12;6,950233333;Picasso
407;;4107;21;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Very hard;Very easy;images/29.jpg;29;<br /> <br />   <br /> <br /> How well can you detect objects in the painting?;6;Thu Jul 04 2019 12:12:32 GMT+0200 (MitteleuropÌ_ische Sommerzeit);1,56E+12;6.950.233.333.333.330;rating_scale_object;13;6,950233333;Gris
407;;3235;21;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Very hard;Very easy;images/13.jpg;13;<br /> <br />   <br /> <br /> How well can you detect objects in the painting?;1;Thu Jul 04 2019 12:12:32 GMT+0200 (MitteleuropÌ_ische Sommerzeit);1,56E+12;6.950.233.333.333.330;rating_scale_object;14;6,950233333;Braque
407;;3905;21;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Very hard;Very easy;images/22.jpg;22;<br /> <br />   <br /> <br /> How well can you detect objects in the painting?;2;Thu Jul 04 2019 12:12:32 GMT+0200 (MitteleuropÌ_ische Sommerzeit);1,56E+12;6.950.233.333.333.330;rating_scale_object;15;6,950233333;Gris
407;;5950;21;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Very hard;Very easy;images/30.jpg;30;<br /> <br />   <br /> <br /> How well can you detect objects in the painting?;2;Thu Jul 04 2019 12:12:32 GMT+0200 (MitteleuropÌ_ische Sommerzeit);1,56E+12;6.950.233.333.333.330;rating_scale_object;16;6,950233333;Gris
407;;10743;21;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Very hard;Very easy;images/16.jpg;16;<br /> <br />   <br /> <br /> How well can you detect objects in the painting?;2;Thu Jul 04 2019 12:12:32 GMT+0200 (MitteleuropÌ_ische Sommerzeit);1,56E+12;6.950.233.333.333.330;rating_scale_object;17;6,950233333;Picasso
407;;6944;21;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Very hard;Very easy;images/19.jpg;19;<br /> <br />   <br /> <br /> How well can you detect objects in the painting?;1;Thu Jul 04 2019 12:12:32 GMT+0200 (MitteleuropÌ_ische Sommerzeit);1,56E+12;6.950.233.333.333.330;rating_scale_object;18;6,950233333;Picasso
407;;11399;21;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Very hard;Very easy;images/23.jpg;23;<br /> <br />   <br /> <br /> How well can you detect objects in the painting?;2;Thu Jul 04 2019 12:12:32 GMT+0200 (MitteleuropÌ_ische Sommerzeit);1,56E+12;6.950.233.333.333.330;rating_scale_object;19;6,950233333;Gris
407;;28446;21;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Very hard;Very easy;images/10.jpg;10;<br /> <br />   <br /> <br /> How well can you detect objects in the painting?;1;Thu Jul 04 2019 12:12:32 GMT+0200 (MitteleuropÌ_ische Sommerzeit);1,56E+12;6.950.233.333.333.330;rating_scale_object;20;6,950233333;Picasso
407;;12980;21;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Very hard;Very easy;images/4.jpg;4;<br /> <br />   <br /> <br /> How well can you detect objects in the painting?;1;Thu Jul 04 2019 12:12:32 GMT+0200 (MitteleuropÌ_ische Sommerzeit);1,56E+12;6.950.233.333.333.330;rating_scale_object;21;6,950233333;Gris
407;;10472;21;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Very hard;Very easy;images/18.jpg;18;<br /> <br />   <br /> <br /> How well can you detect objects in the painting?;1;Thu Jul 04 2019 12:12:32 GMT+0200 (MitteleuropÌ_ische Sommerzeit);1,56E+12;6.950.233.333.333.330;rating_scale_object;22;6,950233333;Picasso
407;;7486;21;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Very hard;Very easy;images/8.jpg;8;<br /> <br />   <br /> <br /> How well can you detect objects in the painting?;1;Thu Jul 04 2019 12:12:32 GMT+0200 (MitteleuropÌ_ische Sommerzeit);1,56E+12;6.950.233.333.333.330;rating_scale_object;23;6,950233333;Picasso
407;;18344;21;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Very hard;Very easy;images/12.jpg;12;<br /> <br />   <br /> <br /> How well can you detect objects in the painting?;4;Thu Jul 04 2019 12:12:32 GMT+0200 (MitteleuropÌ_ische Sommerzeit);1,56E+12;6.950.233.333.333.330;rating_scale_object;24;6,950233333;Braque
407;;9029;21;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Very hard;Very easy;images/9.jpg;9;<br /> <br />   <br /> <br /> How well can you detect objects in the painting?;3;Thu Jul 04 2019 12:12:32 GMT+0200 (MitteleuropÌ_ische Sommerzeit);1,56E+12;6.950.233.333.333.330;rating_scale_object;25;6,950233333;Picasso
407;;2883;21;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Very hard;Very easy;images/25.jpg;25;<br /> <br />   <br /> <br /> How well can you detect objects in the painting?;7;Thu Jul 04 2019 12:12:32 GMT+0200 (MitteleuropÌ_ische Sommerzeit);1,56E+12;6.950.233.333.333.330;rating_scale_object;26;6,950233333;Gris
407;;4854;21;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Very hard;Very easy;images/1.jpg;1;<br /> <br />   <br /> <br /> How well can you detect objects in the painting?;3;Thu Jul 04 2019 12:12:32 GMT+0200 (MitteleuropÌ_ische Sommerzeit);1,56E+12;6.950.233.333.333.330;rating_scale_object;27;6,950233333;Braque
407;;4451;21;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Very hard;Very easy;images/26.jpg;26;<br /> <br />   <br /> <br /> How well can you detect objects in the painting?;7;Thu Jul 04 2019 12:12:32 GMT+0200 (MitteleuropÌ_ische Sommerzeit);1,56E+12;6.950.233.333.333.330;rating_scale_object;28;6,950233333;Gris
407;;6827;21;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Very hard;Very easy;images/3.jpg;3;<br /> <br />   <br /> <br /> How well can you detect objects in the painting?;4;Thu Jul 04 2019 12:12:32 GMT+0200 (MitteleuropÌ_ische Sommerzeit);1,56E+12;6.950.233.333.333.330;rating_scale_object;29;6,950233333;Gris
407;;9831;21;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Very hard;Very easy;images/7.jpg;7;<br /> <br />   <br /> <br /> How well can you detect objects in the painting?;3;Thu Jul 04 2019 12:12:32 GMT+0200 (MitteleuropÌ_ische Sommerzeit);1,56E+12;6.950.233.333.333.330;rating_scale_object;30;6,950233333;Picasso
407;;13031;21;;Graduated High School;1,56E+12;70;female;German;1;NA;NA;NA;NA;images/Visiontest.jpg;NA;<br /> <br /> <br /> <br /> Please fill in the box with the smallest letter combination that you can read.;JSE;Thu Jul 04 2019 12:12:32 GMT+0200 (MitteleuropÌ_ische Sommerzeit);1,56E+12;6.950.233.333.333.330;vision_test;1;6,950233333;NA407;;16384;21;;Graduated High School;1,56E+12;70;female;German;1;NA;NA;NA;NA;images/Visiontest_2.jpg;NA;<br /> <br /> <br /> <br /> Please fill in the box with the letter combination that is accentuated.;JSE;Thu Jul 04 2019 12:12:32 GMT+0200 (MitteleuropÌ_ische Sommerzeit);1,56E+12;6.950.233.333.333.330;vision_test_2;1;6,950233333;NA407;;6734;21;;Graduated High School;1,56E+12;70;female;German;1;NA;NA;NA;NA;images/ishihara.png;NA;Which number do you see in the picture?;74;Thu Jul 04 2019 12:12:32 GMT+0200 (MitteleuropÌ_ische Sommerzeit);1,56E+12;6.950.233.333.333.330;ishihara;1;6,950233333;NA
407;;13230;21;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;not at all;absolutely;NA;NA;The paintings you just saw are artworks by Picasso, Braque and Gris. They are part of the art style cubism. <br /> <br /> Are you an expert in cubism?;2;Thu Jul 04 2019 12:12:32 GMT+0200 (MitteleuropÌ_ische Sommerzeit);1,56E+12;6.950.233.333.333.330;expert;1;160,1785667;NA
401;;13850;22;;Graduated High School;1,56E+12;70;female;German;NA;yes;absolutely yes;NA;NA;images/Hand.png;NA;It is important that you complete the experiment on your computer and not on your smartphone. <br /> <br /> For the experiment you have to be seated with a distance of 55 cm in front of your computer desktop. Because this is approximately one armlength, you can put your hand on the sketch to adjust your seating position. <br /> <br /> Are you ready?;absolutely;Thu Jul 04 2019 09:39:18 GMT+0200 (CEST);1,56E+12;5.977.016.666.666.660;desktop_distance;1;5,977016667;NA401;;5879;22;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Not at all;Very much;images/5.jpg;5;  <br /> <br />   <br /> <br /> How much do you like the painting?;2;Thu Jul 04 2019 09:39:18 GMT+0200 (CEST);1,56E+12;5.977.016.666.666.660;rating_scale_like;1;5,977016667;Gris
401;;2995;22;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Not at all;Very much;images/6.jpg;6;  <br /> <br />   <br /> <br /> How much do you like the painting?;3;Thu Jul 04 2019 09:39:18 GMT+0200 (CEST);1,56E+12;5.977.016.666.666.660;rating_scale_like;2;5,977016667;Picasso
401;;2739;22;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Not at all;Very much;images/12.jpg;12;  <br /> <br />   <br /> <br /> How much do you like the painting?;5;Thu Jul 04 2019 09:39:18 GMT+0200 (CEST);1,56E+12;5.977.016.666.666.660;rating_scale_like;3;5,977016667;Braque
401;;4709;22;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Not at all;Very much;images/13.jpg;13;  <br /> <br />   <br /> <br /> How much do you like the painting?;4;Thu Jul 04 2019 09:39:18 GMT+0200 (CEST);1,56E+12;5.977.016.666.666.660;rating_scale_like;4;5,977016667;Braque
401;;1936;22;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Not at all;Very much;images/20.jpg;20;  <br /> <br />   <br /> <br /> How much do you like the painting?;3;Thu Jul 04 2019 09:39:18 GMT+0200 (CEST);1,56E+12;5.977.016.666.666.660;rating_scale_like;5;5,977016667;Picasso
401;;6606;22;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Not at all;Very much;images/24.jpg;24;  <br /> <br />   <br /> <br /> How much do you like the painting?;3;Thu Jul 04 2019 09:39:18 GMT+0200 (CEST);1,56E+12;5.977.016.666.666.660;rating_scale_like;6;5,977016667;Gris
401;;2822;22;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Not at all;Very much;images/8.jpg;8;  <br /> <br />   <br /> <br /> How much do you like the painting?;2;Thu Jul 04 2019 09:39:18 GMT+0200 (CEST);1,56E+12;5.977.016.666.666.660;rating_scale_like;7;5,977016667;Picasso
401;;2023;22;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Not at all;Very much;images/30.jpg;30;  <br /> <br />   <br /> <br /> How much do you like the painting?;4;Thu Jul 04 2019 09:39:18 GMT+0200 (CEST);1,56E+12;5.977.016.666.666.660;rating_scale_like;8;5,977016667;Gris
401;;1627;22;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Not at all;Very much;images/23.jpg;23;  <br /> <br />   <br /> <br /> How much do you like the painting?;5;Thu Jul 04 2019 09:39:18 GMT+0200 (CEST);1,56E+12;5.977.016.666.666.660;rating_scale_like;9;5,977016667;Gris
401;;1857;22;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Not at all;Very much;images/4.jpg;4;  <br /> <br />   <br /> <br /> How much do you like the painting?;5;Thu Jul 04 2019 09:39:18 GMT+0200 (CEST);1,56E+12;5.977.016.666.666.660;rating_scale_like;10;5,977016667;Gris
401;;3580;22;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Not at all;Very much;images/21.jpg;21;  <br /> <br />   <br /> <br /> How much do you like the painting?;4;Thu Jul 04 2019 09:39:18 GMT+0200 (CEST);1,56E+12;5.977.016.666.666.660;rating_scale_like;11;5,977016667;Gris
401;;2318;22;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Not at all;Very much;images/9.jpg;9;  <br /> <br />   <br /> <br /> How much do you like the painting?;3;Thu Jul 04 2019 09:39:18 GMT+0200 (CEST);1,56E+12;5.977.016.666.666.660;rating_scale_like;12;5,977016667;Picasso
401;;2472;22;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Not at all;Very much;images/15.jpg;15;  <br /> <br />   <br /> <br /> How much do you like the painting?;3;Thu Jul 04 2019 09:39:18 GMT+0200 (CEST);1,56E+12;5.977.016.666.666.660;rating_scale_like;13;5,977016667;Braque
401;;1884;22;;Graduated High School;1,56E+12;70;female;German;NA;NA;NA;Not at all;Very much;images/17.jpg;17;  <br /> <br />   <br /> <br /> How much do you like the painting?;3;Thu Jul 04 2019 09:39:18 GMT+0200 (CEST);1,56E+12;5.977.016.666.666.660;rating_scale_like;14;5,977016667;Picasso
